קוד חשבון,שם,עיר או שכונה,רחוב,טלפון בעבודה,סיווג לקוח,תאריך יצירה
5012015,איגוד ערים לשרות כבאו,קרית שמונה,שד' תל-חי 1,04-6942666,,29/11/2018
5012019,אל-חמה מכשירים,,ק.בוא חמה ד.נ.רמת-הגולן,,,29/11/2018
5012020,אבריקה טכנולוגיות,,רח' ניצנים 8 מיגדל העמק,606546015,,29/11/2018
5012025,"וויט הולדינדס בע""מ",הרצליה,מדינת היהודים 60,09-9588211,,29/11/2018
5012102,"בי. וו.טי בע""מ",באר שבע,"ת""ד  1391",706275118,,29/11/2018
5012104,בית זיקוק לנפט - אשדוד,אשדוד,רחוב הנפט תד 338,08-8512888,,29/11/2018
5012106,בליבא,,"העמל 3 א""ת ישן יבנה",08-9435132,,29/11/2018
5012109,"בנטל תעשיות בע""מ",מרום גולן,"ד""נ רמת הגולן",04-6960199,יצרן ציוד ומיכון,29/11/2018
5012110,"בזק תקשורת בע""מ",חיפה,דרך בר יהודה 31 חיפה,04-613210,,29/11/2018
5012111,קלינגר את רם,קרית ביאליק,החרושת 42,04-8759436,,29/11/2018
5012205,גרנות רוני-דגמים,,הכישור 1 אולם 47 יפו,03-5184007,,29/11/2018
5012206,גאמידה סנס דיאגנוסטיק,אשדוד,בושם 3,08-8521415,,29/11/2018
5012207,גלבה,תל אביב יפו,"ת""ד 36185",03-806673,,29/11/2018
5012209,גפני עומר .,כפר ויתקין,כפר ויתקין,052-459789,,29/11/2018
5012255,"אלווריון בע""מ",,"הברזל 21 רמת החייל ת""א",03-6456262,,29/11/2018
5012401,דבק און (אינטרנשיונל) תעש,תל אביב יפו,בוגרשוב 12  תד 3431,03-5285348,,29/11/2018
5012403,הכח הרב לאומי,הרצליה,רמות ים 75,09-9586691,,29/11/2018
5012601,"המזכך קטדין בע""מ",חיפה,הנביאים 20,04-664693,,29/11/2018
5012602,"הירש דגמים לתעשיה בע""מ",חולון,"הלהב 2 א""ת",03-5598525,,29/11/2018
5012701,בצלאל אקדמיה לאמנות ועיצו,ירושלים,תד 24046,02-5893330,,29/11/2018
5012702,"וקטופ בע""מ",ראש העין,"המלאכה 22 א""ת",03-9386920,,29/11/2018
5012703,ווירלס לינקס אינטרנש',תל אביב יפו,"הברזל 34 רמת-החייל ת""א",03-6497991,,29/11/2018
5012801,חברת החשמל לישראל,תל אביב יפו,תד 25,03-5678159,שירותים,29/11/2018
5012804,חב' סינון,פתח תקוה,"קרית אריהשנקר 13 פ""ת",03-9240542,,29/11/2018
5012805,חוגלה קימברלי עפולה,עפולה,"א""ת עפולה עלית",04-6522440,,29/11/2018
5012870,"לינרו לייט בע""מ",נצרת עילית,א.ת.ציפוריתאזור5,04-6419988,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
50132045,חברת המזרח,פתח תקוה,משה דיין 6,03-9213588,,29/11/2018
5013293,"ליליטק (ישראל) בע""מ",אור יהודה,תד 218,03-6346601,,29/11/2018
5013295,להבות יצור ומיגון 1995 בע,להבות הבשן,"ד""נ גליל עליון",04-6952113,יצרן ציוד ומיכון,29/11/2018
5013298,"לורדן אגש""ח בע""מ",כפר סולד,"ד""נ גליל עליון כפר סולד",04-6907525,יצרן ציוד ומיכון,29/11/2018
5013301,מחנאי - מסגרות,חיפה,תד 10331,04-410407,,29/11/2018
5013302,מוסד הטכניון,,טכניון חיפה ק.הטכניון,04-292111,,29/11/2018
5013303,מכון ויצמן למדע,רחובות,ת.ד. 26  תד 26,08-9343111,שירותים,29/11/2018
5013304,מחליפי חום לורדן 1983,אור עקיבא,"ת""ד 51",600360675,,29/11/2018
5013306,מדע,תל אביב יפו,"הגרא 19 ת""א",03-5370290,,29/11/2018
5013307,"מאגנוס הנדסה ואחזקה  בע""מ",יבנה,"פארן 6 א""ת תד 13189",08-9420856,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
5013308,משב אקולוגיה,תל אביב יפו,קרית עתידים ת,03-6484848,,29/11/2018
5013309,מרכז החלפים,ירושלים,הסדנא 7 תלפיות תד 5617,02-5382382,סוחר,29/11/2018
5013351,נרות עציון,מירב,"ד""נ גלבוע קיבוץ",600539139,,29/11/2018
5013352,ניו גרפקו,חמד,מושב חמד-משק 35,03-9604890,,29/11/2018
5013353,"ניחוח ירושליים בע""מ",,"ת""ד 2112  ירושליים",02-6523456,,29/11/2018
5013355,מתכת נחשונים,,ק.נחשונים ד.נ. המרכז,03-9386555,,29/11/2018
5013372,"קבוצת סקופ מתכות בע""מ",גן יבנה,המרכבה 1 - בני עייש תד 3,08-8631000,,29/11/2018
5013373,סול אור תעשיות גז,בארותיים,תד 165,09-8986863,,29/11/2018
5013380,"עולם הספורט  בע""מ",אשדוד,חרושת 8,08-8569129,,29/11/2018
5013381,"ערדג בע""מ",אילת,"ת""ד 1742",706335111,,29/11/2018
5013391,פאוורדיזיין,הוד השרון,הנגר 1 הוד השרון,09-7755100,,29/11/2018
5013393,"פרי הגליל (תעשיות)  בע""מ",חצור הגלילית,"א""ת חצור הגלילית",04-6930241,"תעשית המזון, הפארמה והקוסמטיקה",29/11/2018
5013401,"קמטק בע""מ",מגדל העמק,א.ת רמת גבריאל תד 544,04-6048112,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
5013403,קיו טרייד,פתח תקוה,"אפעל 18 ת""ד 3897",03-9230137,,29/11/2018
5013465,"מכון למיון תפו""א",אשקלון,מ.שער הנגב חוף אשקלון,07-6806204,,29/11/2018
5013466,אלגם טכנולוגיות מיגון,נתניה,"ת""ד 13580",09-8617346,,29/11/2018
5013467,מוסך העוגן,נתניה,"הכדר 45א""ת ישן",09-8829687,,29/11/2018
5013468,אי.אם.סי.-כרטיס כפול,פתח תקוה,"נחשון 6 א""ת סגולה",03-9300464,,29/11/2018
5013471,"ביופט בע""מ",,ת.ד. 40230 עמק-חפר,09-8984040,,29/11/2018
5013472,"בנדע פלסט בע""מ",,"א""ת קצרין ת""ד 90",04-6962201,,29/11/2018
5013473,"ציוד בע""מ(מפיצי ציוד)",אשדוד,"היציקה 52א""ת צ",08-8564064,,29/11/2018
5013701,פירזולית 1995,כפר ביאליק,מיכאל 53,04-8422920,,29/11/2018
5013702,"וויטקום בע""מ",יקנעם מושבה,"יוקנעם A7 א""ת חדש בנין",04-9599666,,29/11/2018
5013706,"פורמית-אורצרד בע""מ",כרמיאל,ת.ד. 287,04-9989991,,29/11/2018
5013801,"ציוד בע""מ",חיפה,"ת""ד 10187",04-8414999,,29/11/2018
5014102,"שחק מתכת בע""מ",,"א""ת שלומי ת""ד 1125",04-9808362,,29/11/2018
5014103,"שפיר מפעלי ניר בע""מ",חדרה,ת.ד. 142 חדרה  א תד 142,06-349349,,29/11/2018
5014201,"אלתם עין השופט אגש""ח בע""מ",עין השופט,ק.עין השופט,04-9035300,,29/11/2018
5014202,"תלמה זמיר בע""מ-פסיפס",רמת גן,רח' צבי 5,03-7522961,,29/11/2018
5014203,תמה גרופ,משמר העמק,,04-9899600,תעשיה כימית,29/11/2018
5014204,תדמית,חדרה,תד 3227,06-332660,,29/11/2018
5014205,"מתכת על בע""מ",פתח תקוה,שנקר 3,03-9271118,,29/11/2018
5014206,"ג'ולט בע""מ",ירושלים,המרפא 8בית בינת קומה 2,02-5869005,,29/11/2018
5014207,אוניברסיטת בר אילן-לא פעי,רמת גן,כימיקלים וציוד ר,03-5317254,,29/11/2018
5014208,"גלעם בע""מ",מענית,ד.נ. מנשה,04-6375025,"תעשית המזון, הפארמה והקוסמטיקה",29/11/2018
5014209,"א עד ת אלקטרוניקה בע""",מגדל העמק,תד 781,04-6545985,,29/11/2018
5014210,פי. אם. -,,לא לשימוש,03-9247475,,29/11/2018
5014211,דובל-יצרני ריהוט רפוא,תל אביב יפו,הרבי מבכרך 4,03-6820824,,29/11/2018
5014212,הרמוניק,קיסריה,"אלון תבור19א""ת",04-6230150,,29/11/2018
5014213,אקטליס,פתח תקוה,תד 10173,03-9243491,,29/11/2018
5014215,אלפז מערכות אלקטרואופ,תל אביב יפו,הברזל 30,03-7681400,,29/11/2018
5014217,נגבטק,רחובות,המדע 12 רחובות,08-9312222,,29/11/2018
5014218,"ג. ברס - שיווק בע""מ",חיפה,דרך בר יהודה נשר,04-8215450,,29/11/2018
5014220,עמיר-שירותים ואספקה,רחובות,ספיר 21 רחובות,08-9453536,,29/11/2018
5014221,סנמינה-אס.סי.אי - לא לשימ,מעלות תרשיחא,אזור תעשיה  5 תד 155,,,29/11/2018
5014222,איי.די.אם. רעיונות ייצ,,מושב עין ורד תד 261,09-7964428,,29/11/2018
5014223,פרולייזר,ראש העין,העבודה 4 ראש העין,03-9022762,,29/11/2018
5014224,"מלכם בע""מ",תל אביב יפו,הנחושת 6,03-6485664,,29/11/2018
5014225,פרוטק אלקטרוניה,,"גיבורי ישראל 10א""תנתנ",09-8654793,,29/11/2018
5014227,קאדו-חריטותמתנות,תל אביב יפו,אבשלום חביב 6,03-6420980,,29/11/2018
5014228,"קלינטיקה בע""מ",חיפה,חלוצי התעשיה 15 תד 10573,04-8810222,"יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",29/11/2018
5014229,"גבע מערכות תקשורת בע""מ",חיפה,המסילה 18 נשר תד 25191,04-8207220,,29/11/2018
5014232,"סטראטסיס בע""מ",קרית גת,מפעל המדפסות רח' הברזל 12,074-7454000,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
5014233,"סרגון נטוורקס בע""מ",רמת החייל,ראול ולנברג 24,03-5431000,,29/11/2018
5014235,סנמינה-אס.סי.איי,לוד,בת שבע 1 תד 1400,08-9774836,,29/11/2018
5014236,"קליין חיים ובניו בע""מ",אשדוד,הקידמה פ.הנפט,08-8564330,,29/11/2018
5014237,"בוארון מפעלי מתכת בע""",גדרה,"צומת כנותת""ד307 גדרה",08-8598484,,29/11/2018
5014240,יעקובי-תעשית רהיטים,,"הסדנא 10א""ת חולון",03-5599549,,29/11/2018
5014242,תירוש דוד-יציקות איכות בע,ראש העין,"המלאכה 17.אא""ת",03-9024415,,29/11/2018
5014243,ג'מטקס-לא פעיל,לוד,"המלאכה 4א""ת צפוני",08-9243035,,29/11/2018
5014244,בז רכיבים ומכלולים תעופתי,משגב,פארק תעשיות בר לב משגב,04-9569000,,29/11/2018
5014246,"הנדסת הידרומכניקה בע""",ראשון לציון,רוז'נסקי 18,03-9510485,,29/11/2018
5014247,למבדא קרוסניק,קיסריה,תד 3028,06-6370467,,29/11/2018
5014248,"דאקרים בע""מ",ראשון לציון,משה חיים שפירא 16ראשלצ,03-9525588,עיבוד מתכת ,29/11/2018
5014253,ר.צ.ום צור טנכולוגיות,,המסגר 4 נס ציונה,08-9405471,,29/11/2018
5014254,"המשבב עבוד שבבי (1994)בע""",קרית גת,רח' האשלגן  1,073-2520520,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
5014255,"פרוסיד בע""מ",כפר סבא,הנגר 10 כפר-סבא,09-7663870,,29/11/2018
5014256,ווסט פארמה סרוויסס איי אל,רעננה,השיזף 4,09-7778666,,29/11/2018
5014257,"אנרטק מערכות  2001 בע""מ",כרמיאל,הנפח 8 תד 50030,04-9585680,יצרן ציוד ומיכון,29/11/2018
5014258,"ממגורות אשדוד בע""מ",אשדוד,אורך הנמל,08-8561516,,29/11/2018
5014260,אריז-חב' להפצה מוצרי,מודיעין,שדרות הרכס 31 תד 414,08-8509501,,29/11/2018
5014261,אי.סי.איי אינוייב,עומר,פארק תעשיות עומרמבנה 1,08-6900360,,29/11/2018
5014263,"צח ציוד חקלאי עפולה בע""מ",עפולה,תד 2240,04-6427770,,29/11/2018
5014264,"איונגראד  בע""מ",יקנעם עילית,"המדעבלוק 5א""ת",04-9599898,,29/11/2018
5014267,אנוידיה - מלאנוקס טכנולוגיות בע,יקנעם עילית,"בנ'תבור 2א""ת שער יוקנע",074-7237311,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
5014268,ב.ר. הנדסה ימית אזרחי,הרצליה,דוד רזיאל 12,09-9547872,,29/11/2018
5014269,"מ.ס.מערכות חומרים בע""",,"הארד 9ת""א ת""ד 65001",03-6471757,,29/11/2018
5014270,בית השיטה חרושת מתכת (ב.ה,בית השיטה,קיבוץ בית השיטה,04-6062500,,29/11/2018
5014271,האמה-להדבקת אריגים,,"א""ת ת""ד 29 מגדל העמק",06-6545652,,29/11/2018
5014273,"תרמו פישר ישראל בע""מ",,פארק א.ת צפוני ,08-9408618,,29/11/2018
5014274,"כלמוביל בע""מ",תל אביב יפו,יגאל אלון 92,03-5655444,,29/11/2018
5014277,"תעש מערכות בע""מ - קרית שמ",,לא שמיש,04-6818500,,29/11/2018
5014278,אם.איי.טי,יקנעם עילית,הכרמל 6,04-9592225,,29/11/2018
5014279,אי.סי.אי מנופקצ'רינג לא ל,פתח תקוה,הסיבים 30 תד 3083,03-9266555,,29/11/2018
5014280,"אם.אר.וי  בע""מ",יקנעם מושבה,פארק תעשיה תד 614,04-9936200,,29/11/2018
5014281,מולטי לוק מכונות,יבנה,קרית רב בריחיבנה,08-9424428,,29/11/2018
5014282,אי.סי.אי. -קור מערכות,,"אם המושבות 94פ""ת",03-9261326,,29/11/2018
5014283,זיק -לא פעיל,כפר סבא,רופין 14,09-7678979,,29/11/2018
5014284,מיקרו-ווסקולר איי טכנ,,ד.נ. חפר גרנות חממה,04-6321390,,29/11/2018
5014285,"שני טל שיווק בע""מ",פתח תקוה,תד 10359,03-9314177,,29/11/2018
5014287,"אבקו מוצרי מתכת בע""מ",חולון,הסדנא 19,03-5596162,,29/11/2018
5014288,"ישיר טכני בע""מ",אשדוד,המדע 11חנות  10,08-8527952,,29/11/2018
5014289,אי.וי.פי,אבן יהודה,העצמאות 1,09-8996493,,29/11/2018
5014292,"איסורד בע""מ",יבנה,נחל שורק  יבנה תד 239,08-9434392,,29/11/2018
5014295,אמ.קיי.אס אינסטרומנטס ישר,רחובות,"פרופ' הילל וחנן אופנהיימר 4 אזה""ת בניין עוגן B קומה 10",04-9985917,,29/11/2018
5014296,"פלדטראק סוכנויות בע""מ",,"המרכבה  36 א""תחולון",03-5579540,,29/11/2018
5014298,"אימפרטק תעשיות בע""מ",ברקן,"א""ת ברקןד""נ אפריים תד 54",03-9365692,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
5014299,קונויניינס הייטינג,,הוועד הלאומי ירושלים,02-6751233,,29/11/2018
5014300,"ברנב בע""מ",נתניה,המלאכה 8 נתניה תד 8694,09-8923130,,29/11/2018
5014302,"מינדגארד בע""מ",קיסריה,תד 3012,04-6272244,,29/11/2018
5014303,"המחבר והמקשר בע""מ",,ישראל וישינגרד 3,03-5516477,,29/11/2018
5014304,לא פעיל,נתניה,"המלאכה 2א""ת ספיר",09-8650610,,29/11/2018
5014305,סקאנמסטר סיסטם (אי.אר.טי),כפר סבא,עתיר ידע 5,03-7581252,יצרן ציוד ומיכון,29/11/2018
5014306,"אקסיון טכנולוג'יס בע""",רחובות,פקרים 4,08-9487740,,29/11/2018
5014307,"ת.מ.נ. התקנים בע""מ",ראש העין,"המלאכה 18א""ת",03-9039034,,29/11/2018
5014308,צ.נ.ר.,גאולים,משק 52,09-8989796,,29/11/2018
5014309,סילי - לקוח לא בשימוש,,לקוח לא לשימוש,,,29/11/2018
5014311,"ג'ים-אין בע""מ",נס ציונה,המזמרה 9,08-9380121,,29/11/2018
5014312,"גילתק תקשורת בע""מ",,"הפרדס 22א""ת חדשאזור",03-5566376,,29/11/2018
5014313,איי.בי.אס אלטמן שרותי,תל אביב יפו,"הברזל 24 א' ר.החייל ת""א",03-6486474,,29/11/2018
5014314,אר.אן די. אופריישיין,תל אביב יפו,ראול ולנברג  22תל אביב,03-7668900,,29/11/2018
5014315,אי.סי.איי-אקסס סיסטמס,ירושלים,הרותם 10הר חוצביםי-ם,,,29/11/2018
5014319,און טרק אינובישנס בעמ,ראש פינה,תד 32,04-6868000,,29/11/2018
5014320,"אופטונול בע""מ",ירושלים,ק.התקשורתנוה אילן,02-5349666,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
5014324,"כרמל ביוסנסורים  בע""מ",חיפה,"א""ת מת""מבנין 20 חיפה",04-8550850,,29/11/2018
5014326,"סיסקו סיסטמם בע""מ",נתניה,המלאכה 32דרום נתניה,09-8927222,,29/11/2018
5014488,פוליגון  תמריסק אינטגרייט,צור יגאל,הבזלת 12 תד 5046,09-7662471,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
5014495,"רכאמטק בע""מ",בני ברק,"ר""ח לח""י 27",03-5798282,,29/11/2018
5014550,"אינטרפרם בע""מ",נס ציונה,ק.ויצמן,08-9382424,,29/11/2018
5014552,סיבקום התקנים ומערכות,פתח תקוה,הגרניט 2 תד 4148,03-9229229,,29/11/2018
5015264,"הידרו גולן בע""מ (1999",,"א""ת ק. שמונה",04-6957544,,29/11/2018
5019999,א.ט. פט-טרייד בע'מ,נתניה,סלומון 8 נתניה,053-292744,,29/11/2018
5020023,"סיטרו בע""מ",רחובות,פרופסור ברגמן 2כניסה ב',08-9316230,,29/11/2018
5021146,מזור הנדסה,מזור,מושב מזור,03-9328454,,29/11/2018
5022588,"סופר פיין בע""מ",יקנעם עילית,"א""ת יקנעם ",04-9597727,,29/11/2018
5023010,"אי.אס.סי באז בע""מ",עינת,"ביה""ס 3",03-9007500,"יצרן ציוד מדויק,אלקטרוניקה,רפואי",29/11/2018
5023151,"פריזמה-כלי חיתוך בע""מ",ראשון לציון ,שלום ג'רופי 4  א.ת.ח   ,03-5618789,,29/11/2018
