קוד פריט,מספר מסמך,פרופיל,תאריך אסמכתא,קוד לקוח,שם לקוח,מיקוד,שם לקוח,סיווג לקוח,אסמכתא חיצונית,תאור פריט,מאפיין פריט,הפרדת מוצרים,מקט לקוח,כמות,מחיר נטו לשורה,קוד מטבע,מחיר מחירון שיקלי,%הנחה שורה,%הנחה כללי,הנחה בשורה,"סה""כ לשורה בש""ח",תאריך אספקה,שם חברה,סוכן,docStatus,קוד קבוצת פריט,תאור קבוצת פריט,מסד
GLG-3312-23010000-25L,FIN.11/018419,חשבונית מס כולל מלאי,06/09/2018,2612908,נשר מפעלי מלט ישראליים בע,63143,נשר מפעלי מלט ישראליים בע,"בטון, גבס ודשנים",82529,ממיס ומסיר אבנית,N,,9146215,3,330,ILS,473,0,0,0,990,05/09/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,90
GLG-3312-23010000-25L,FIN.11/019855,חשבונית מס כולל מלאי,01/11/2018,2612908,נשר מפעלי מלט ישראליים בע,63143,נשר מפעלי מלט ישראליים בע,"בטון, גבס ודשנים",83833,ממיס ומסיר אבנית,N,,9146215,3,330,ILS,473,0,0,0,990,29/10/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,94
GLG-3312-23010000-25L,10DVK52.1800250,חשבונית מס כולל מלאי,16/12/2018,2612908,נשר מפעלי מלט ישראליים בע,63143,נשר מפעלי מלט ישראליים בע,"בטון, גבס ודשנים",85188,ממיס ומסיר אבנית,N,חומרי ניקוי ,9146215,3,330,ILS,473,30.2326,0,429,990,16/12/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,98
GLG-3312-23010000-25L,10DVK52.1800665,חשבונית מס כולל מלאי,30/12/2018,5026924,"אורן ושות הנדסת קירור בע""",,"אורן ושות הנדסת קירור בע""","יצרן מע' הידראוליות ופניאומטיות, שסתומים ואטמים",18184,ממיס ומסיר אבנית,N,חומרי ניקוי ,,2,270,ILS,473,42.9175,0,406,540,30/12/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי,101
GLG-3312-20100000-5L,FIN.11/016447,חשבונית מס כולל מלאי,05/07/2018,5014320,"אופטונול בע""מ",,"אופטונול בע""מ","יצרן ציוד מדויק,אלקטרוניקה,רפואי",PO18000237,ממיס ומסיר אבנית,N,,OPT00001406,1,80,ILS,95,0,0,0,80,04/07/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,33
GLG-3312-20100000-5L,10DVK52.1800263,חשבונית מס כולל מלאי,16/12/2018,5014320,"אופטונול בע""מ",,"אופטונול בע""מ","יצרן ציוד מדויק,אלקטרוניקה,רפואי",PO18000411,ממיס ומסיר אבנית,N,חומרי ניקוי ,OPT00001406,4,80,ILS,95,15.7895,0,60,320,13/12/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,3,2042,חמרי ניקוי,51
GLG-3312-23010000-25L,FIN.11/010561,חשבונית מס כולל מלאי,01/01/2018,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,01.01.18,ממיס ומסיר אבנית,N,,,2,225,ILS,473,0,0,0,450,01/01/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,53
GLG-3312-20100000-5L,FIN.11/011284,חשבונית מס כולל מלאי,24/01/2018,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,22.01.18,ממיס ומסיר אבנית,N,,,10,45,ILS,95,0,0,0,450,22/01/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,17
GLG-3312-23010000-25L,FIN.11/011609,חשבונית מס כולל מלאי,05/02/2018,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,05.02.18,ממיס ומסיר אבנית,N,,,2,225,ILS,473,0,0,0,450,05/02/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,57
GLG-3312-20100000-5L,FIN.11/012869,חשבונית מס כולל מלאי,14/03/2018,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,14.3.18,ממיס ומסיר אבנית,N,,,10,45,ILS,95,0,0,0,450,14/03/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,23
RGN-3312-1L,FIN.11/013098,חשבונית מס כולל מלאי,21/03/2018,50312035,א.מרידל שיווק ואספקה 2011,7316000,א.מרידל שיווק ואספקה 2011,סוחר,99,ממיס ומסיר אבנית,N,,,50,14,ILS,21,0,0,0,700,20/03/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,637
RGN-3312-1L,FIN.12/005445,חשבונית זיכוי,25/04/2018,50312035,א.מרידל שיווק ואספקה 2011,7316000,א.מרידל שיווק ואספקה 2011,סוחר,99,ממיס ומסיר אבנית,N,,,30,14,ILS,21,0,0,0,-420,20/03/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,642
GLG-3312-10000000-200L,FIN.11/013414,חשבונית מס כולל מלאי,01/04/2018,50312035,א.מרידל שיווק ואספקה 2011,7316000,א.מרידל שיווק ואספקה 2011,סוחר,100,ממיס ומסיר אבנית,N,,,1,2100,ILS,3570,0,0,0,2100,28/03/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,6
GLG-3312-20100000-5L,FIN.11/013415,חשבונית מס כולל מלאי,01/04/2018,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,28.03.18,ממיס ומסיר אבנית,N,,,15,45,ILS,95,0,0,0,675,28/03/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,26
GLG-3312-23010000-25L,FIN.11/014068,חשבונית מס כולל מלאי,25/04/2018,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,25.04.18,ממיס ומסיר אבנית,N,,,5,225,ILS,473,0,0,0,1125,25/04/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,65
GLG-3312-23010000-25L,FIN.11/014699,חשבונית מס כולל מלאי,15/05/2018,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,14.05.18,ממיס ומסיר אבנית,N,,,2,225,ILS,473,0,0,0,450,14/05/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,69
GLG-3312-23010000-25L,FIN.11/017138,חשבונית מס כולל מלאי,30/07/2018,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,29.07.18,ממיס ומסיר אבנית,N,,,3,225,ILS,473,0,0,0,675,29/07/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,83
GLG-3312-20100000-5L,FIN.11/017710,חשבונית מס כולל מלאי,15/08/2018,1000000,"יו.די.בי אחזקות בע""מ",,לקוחות שונים,סוחר,15.08.18.,ממיס ומסיר אבנית,N,,,2,85,ILS,95,0,0,0,170,15/08/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,36
RGN-3312-1L,FIN.11/017806,חשבונית מס כולל מלאי,19/08/2018,50312035,א.מרידל שיווק ואספקה 2011,7316000,א.מרידל שיווק ואספקה 2011,סוחר,16/08/2018,ממיס ומסיר אבנית,N,,,100,14,ILS,21,0,0,0,1400,16/08/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,639
GLG-3312-20100000-5L,FIN.11/018879,חשבונית מס כולל מלאי,03/10/2018,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,02.10.18,ממיס ומסיר אבנית,N,,,10,45,ILS,95,0,0,0,450,02/10/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,39
GLG-3312-23010000-25L,FIN.11/018958,חשבונית מס כולל מלאי,04/10/2018,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,04.10.18,ממיס ומסיר אבנית,N,,,2,225,ILS,473,0,0,0,450,04/10/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,91
RGN-3312-1L,FIN.11/019305,חשבונית מס כולל מלאי,15/10/2018,50312035,א.מרידל שיווק ואספקה 2011,7316000,א.מרידל שיווק ואספקה 2011,סוחר,14/10/2018,ממיס ומסיר אבנית,N,,,150,14,ILS,21,0,0,0,2100,14/10/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,640
GLG-3312-20100000-5L,FIN.11/020529,חשבונית מס כולל מלאי,20/11/2018,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,20.11.18,ממיס ומסיר אבנית,N,,,10,45,ILS,95,0,0,0,450,20/11/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,47
RGN-3312-1L,FIN.11/020846,חשבונית מס כולל מלאי,02/12/2018,5050048,הספקה לתעשיה בועז עופר בע,,הספקה לתעשיה בועז עופר בע,סוחר,PO18H015829,ממיס ומסיר אבנית,N,,4350015162,12,13,ILS,21,0,0,0,156,27/11/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,641
RGN-3312-1L,10DVK52.1800105,חשבונית מס כולל מלאי,10/12/2018,50312035,א.מרידל שיווק ואספקה 2011,7316000,א.מרידל שיווק ואספקה 2011,סוחר,43143,ממיס ומסיר אבנית,N,חומרי ניקוי ,,120,14,ILS,21,33.3333,0,840,1680,02/12/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,3,2042,חמרי ניקוי,643
GLG-3312-20100000-5L,10DVK52.1800063,חשבונית מס כולל מלאי,09/12/2018,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,09.12.18,ממיס ומסיר אבנית,N,חומרי ניקוי ,,10,45,ILS,95,52.6316,0,500,450,09/12/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי,50
GLG-3312-23010000-25L,10DVK52.1800261,חשבונית מס כולל מלאי,16/12/2018,5041437,"א.תבור סחר בע""מ",3295151 ,"א.תבור סחר בע""מ",סוחר,12.12.18,ממיס ומסיר אבנית,N,חומרי ניקוי ,,2,225,ILS,473,52.4313,0,496,450,12/12/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,3,2042,חמרי ניקוי,99
GLG-3312-20100000-5L,FIN.11/010625,חשבונית מס כולל מלאי,02/01/2018,5041543,רותם,0,תשתיות אש מים,שונות,02/01/2018,ממיס ומסיר אבנית,N,,,2,65,ILS,95,0,0,0,130,02/01/2018,"רוטל דבקים וכימיקלים בע""מ",נרי רביד,0,,,11
GLG-3312-20100000-5L,FIN.11/010748,חשבונית מס כולל מלאי,07/01/2018,1000000,קובי,,לקוחות שונים,שונות,07.01.18,ממיס ומסיר אבנית,N,,,2,85,ILS,95,0,0,0,170,07/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,13
GLG-3312-20100000-5L,FIN.11/019797,חשבונית מס כולל מלאי,29/10/2018,5041543,רותם,0,תשתיות אש מים,שונות,29.10.18,ממיס ומסיר אבנית,N,,,4,65,ILS,95,0,0,0,260,29/10/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,45
GLG-3312-20100000-5L,FIN.11/011013,חשבונית מס כולל מלאי,16/01/2018,1000000,מיקי תירוש,0,לקוחות שונים,שונות,14.1.18,ממיס ומסיר אבנית,N,,,4,75,ILS,95,0,0,0,300,14/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,14
GLG-3312-20100000-5L,FIN.11/010698,חשבונית מס כולל מלאי,04/01/2018,5025720,"יפת אביזרי גז בע""מ",4809115,"יפת אביזרי גז בע""מ",שירותים,PO180000015,ממיס ומסיר אבנית,N,,222236,12,60,ILS,95,0,0,0,720,02/01/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,12
GLG-3312-23010000-25L,FIN.11/010714,חשבונית מס כולל מלאי,07/01/2018,1000000,"סיוון שרותי גז בע""מ",,לקוחות שונים,שירותים,04.01.18,ממיס ומסיר אבנית,N,,,1,330,ILS,473,0,0,0,330,04/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,54
GLG-3312-23010000-25L,FIN.11/011139,חשבונית מס כולל מלאי,21/01/2018,5122222,מעלה הכרמל מרכז רפואי לבר,3092706 ,מעלה הכרמל מרכז רפואי לבריאות הנפש,שירותים,20173070,ממיס ומסיר אבנית,N,,,1,275,ILS,473,0,0,0,275,17/01/2018,"רוטל דבקים וכימיקלים בע""מ",,0,,,55
GLG-3312-20100000-5L,FIN.11/011245,חשבונית מס כולל מלאי,23/01/2018,5025720,"יפת אביזרי גז בע""מ",4809115,"יפת אביזרי גז בע""מ",שירותים,PO180000100,ממיס ומסיר אבנית,N,,222236,12,60,ILS,95,0,0,0,720,21/01/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,16
GLG-3312-20100000-5L,FIN.11/011468,חשבונית מס כולל מלאי,01/02/2018,5041853,ק.נ.ד.ה,,ק.נ.ד.ה,שירותים,29/01/2018,ממיס ומסיר אבנית,N,,,8,50,ILS,95,0,0,0,400,29/01/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,18
GLG-3312-20100000-5L,FIN.11/011531,חשבונית מס כולל מלאי,01/02/2018,5025720,"יפת אביזרי גז בע""מ",4809115,"יפת אביזרי גז בע""מ",שירותים,PO180000157,ממיס ומסיר אבנית,N,,222236,12,60,ILS,95,0,0,0,720,01/02/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,19
GLG-3312-23010000-25L,FIN.11/011728,חשבונית מס כולל מלאי,07/02/2018,5041774,"קופמה ישראל בע""מ",,"קופמה ישראל בע""מ",שירותים,05/02/2018,ממיס ומסיר אבנית,N,,,5,300,ILS,473,0,0,0,1500,05/02/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,58
GLG-3312-23010000-25L,FIN.11/011773,חשבונית מס כולל מלאי,08/02/2018,5041859,החינוך הבלתי פורמלי,,העמותה לחינוך הבלתי פורמל,שירותים,17/1960,ממיס ומסיר אבנית,N,,,1,440,ILS,473,0,0,0,440,07/02/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,59
GLG-3312-20100000-5L,FIN.11/011923,חשבונית מס כולל מלאי,13/02/2018,5025720,"יפת אביזרי גז בע""מ",4809115,"יפת אביזרי גז בע""מ",שירותים,PO180000190,ממיס ומסיר אבנית,N,,222236,12,60,ILS,95,0,0,0,720,11/02/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,20
GLG-3312-23010000-25L,FIN.11/012233,חשבונית מס כולל מלאי,22/02/2018,5041494,"דור אביב מכונות שתיה בע""מ",4809110,"דור אביב מכונות שתיה בע""מ",שירותים,22.02.18,ממיס ומסיר אבנית,N,,,1,300,ILS,473,0,0,0,300,22/02/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,61
RGN-3312-1L,FIN.11/012495,חשבונית מס כולל מלאי,04/03/2018,5041792,"אי.בר-מים בע""מ",,"אי.בר-מים בע""מ",שירותים,28/02/2018,ממיס ומסיר אבנית,N,,,100,14,ILS,21,0,0,0,1400,28/02/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,636
GLG-3312-01000000-1000L,FIN.11/012544,חשבונית מס כולל מלאי,05/03/2018,5040344,"אספרסו קלאב בע""מ",5126016,"אספרסו קלאב בע""מ",שירותים,R180000050,ממיס ומסיר אבנית,N,,,1,7500,ILS,16800,0,0,0,7500,28/02/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,2
GLG-3312-20100000-5L,FIN.11/012627,חשבונית מס כולל מלאי,07/03/2018,5121224,"מרכז רפואי רבין בי""ח בלינ",4941492 ,"מרכז רפואי רבין בי""ח בלינ",שירותים,53298224,ממיס ומסיר אבנית,N,,1000069416,2,60,ILS,95,0,0,0,120,04/03/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,21
GLG-3312-20100000-5L,FIN.11/012628,חשבונית מס כולל מלאי,07/03/2018,5025720,"יפת אביזרי גז בע""מ",4809115,"יפת אביזרי גז בע""מ",שירותים,PO180000303,ממיס ומסיר אבנית,N,,222236,12,60,ILS,95,0,0,0,720,05/03/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,22
GLG-3312-20100000-5L,FIN.11/012941,חשבונית מס כולל מלאי,18/03/2018,5041897,"גזים יעוץ ושירותים בע""מ",,"גזים יעוץ ושירותים בע""מ",שירותים,18/03/2018,ממיס ומסיר אבנית,N,,,1,65,ILS,95,0,0,0,65,18/03/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,24
GLG-3312-01000000-1000L,FIN.11/013573,חשבונית מס כולל מלאי,09/04/2018,5040344,"אספרסו קלאב בע""מ",5126016,"אספרסו קלאב בע""מ",שירותים,R180000103,ממיס ומסיר אבנית,N,,,1,7500,ILS,16800,0,0,0,7500,09/04/2018,"רוטל דבקים וכימיקלים בע""מ",ליאור בורוכוב,0,,,3
GLG-3312-23010000-25L,FIN.11/014234,חשבונית מס כולל מלאי,01/05/2018,5041494,"דור אביב מכונות שתיה בע""מ",4809110,"דור אביב מכונות שתיה בע""מ",שירותים,24.04.18,ממיס ומסיר אבנית,N,,,1,300,ILS,473,0,0,0,300,24/04/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,67
GLG-3312-23010000-25L,FIN.11/014144,חשבונית מס כולל מלאי,29/04/2018,5040854,חיליק ניקיון,,חיליק ניקיון,שירותים,25.04.18,ממיס ומסיר אבנית,N,,,1,308,ILS,473,0,0,0,308,25/04/2018,"רוטל דבקים וכימיקלים בע""מ",ציון רון,0,,,66
GLG-3312-20100000-5L,FIN.11/014173,חשבונית מס כולל מלאי,29/04/2018,5025720,"יפת אביזרי גז בע""מ",4809115,"יפת אביזרי גז בע""מ",שירותים,PO180000489,ממיס ומסיר אבנית,N,,222236,12,60,ILS,95,0,0,0,720,26/04/2018,"רוטל דבקים וכימיקלים בע""מ",ניר שמחי,0,,,27
